job_id,job_category,technician_id,technician_name,skill_match,active_jobs,assigned
job_5,Kitchen Appliances,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_5,Kitchen Appliances,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_5,Kitchen Appliances,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_6,Kitchen Appliances,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_6,Kitchen Appliances,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_6,Kitchen Appliances,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_6,Kitchen Appliances,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_6,Kitchen Appliances,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_6,Kitchen Appliances,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_6,Kitchen Appliances,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_6,Kitchen Appliances,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_6,Kitchen Appliances,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_6,Kitchen Appliances,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_6,Kitchen Appliances,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_6,Kitchen Appliances,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_7,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_7,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_7,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_7,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_7,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_7,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_7,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_7,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_7,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_7,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_7,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_7,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_8,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_8,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_8,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_8,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_8,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_8,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_8,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_8,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_8,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_8,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_8,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_8,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_9,Furniture,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_9,Furniture,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_9,Furniture,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_9,Furniture,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_9,Furniture,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_9,Furniture,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_9,Furniture,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_9,Furniture,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_9,Furniture,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_9,Furniture,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_9,Furniture,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_9,Furniture,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_10,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_10,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_10,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_10,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_10,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_10,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_10,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_10,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_10,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_10,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_10,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_10,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_11,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_11,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_11,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_11,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_11,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_11,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_11,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_11,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_11,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_11,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_11,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_11,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_12,Furniture,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_12,Furniture,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_12,Furniture,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_12,Furniture,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_12,Furniture,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_12,Furniture,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_12,Furniture,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_12,Furniture,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_12,Furniture,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_12,Furniture,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_12,Furniture,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_12,Furniture,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_13,Windows,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_13,Windows,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_13,Windows,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_13,Windows,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_13,Windows,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_13,Windows,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_13,Windows,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_13,Windows,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_13,Windows,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_13,Windows,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_13,Windows,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_13,Windows,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_14,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_14,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_14,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_14,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_14,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_14,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_14,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_14,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_14,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_14,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_14,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_14,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_15,Furniture,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_15,Furniture,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_15,Furniture,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_15,Furniture,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_15,Furniture,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_15,Furniture,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_15,Furniture,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_15,Furniture,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_15,Furniture,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_15,Furniture,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_15,Furniture,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_15,Furniture,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_16,Bathroom,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_16,Bathroom,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_16,Bathroom,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_16,Bathroom,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_16,Bathroom,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_16,Bathroom,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_16,Bathroom,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_16,Bathroom,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_16,Bathroom,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_16,Bathroom,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_16,Bathroom,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_16,Bathroom,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_17,Kitchen Appliances,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_17,Kitchen Appliances,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_17,Kitchen Appliances,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_17,Kitchen Appliances,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_17,Kitchen Appliances,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_17,Kitchen Appliances,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_17,Kitchen Appliances,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_17,Kitchen Appliances,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_17,Kitchen Appliances,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_17,Kitchen Appliances,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_17,Kitchen Appliances,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_17,Kitchen Appliances,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_18,Furniture,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_18,Furniture,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_18,Furniture,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_18,Furniture,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_18,Furniture,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_18,Furniture,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_18,Furniture,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_18,Furniture,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_18,Furniture,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_18,Furniture,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_18,Furniture,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_18,Furniture,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_19,Bathroom,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_19,Bathroom,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_19,Bathroom,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_19,Bathroom,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_19,Bathroom,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_19,Bathroom,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_19,Bathroom,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_19,Bathroom,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_19,Bathroom,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_19,Bathroom,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_19,Bathroom,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_19,Bathroom,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_20,Kitchen Appliances,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_20,Kitchen Appliances,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_20,Kitchen Appliances,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_20,Kitchen Appliances,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_20,Kitchen Appliances,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_20,Kitchen Appliances,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_20,Kitchen Appliances,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_20,Kitchen Appliances,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_20,Kitchen Appliances,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_20,Kitchen Appliances,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_20,Kitchen Appliances,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_20,Kitchen Appliances,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_21,Windows,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_21,Windows,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_21,Windows,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_21,Windows,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_21,Windows,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_21,Windows,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_21,Windows,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_21,Windows,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_21,Windows,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_21,Windows,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_21,Windows,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_21,Windows,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_22,Windows,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_22,Windows,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_22,Windows,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_22,Windows,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_22,Windows,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_22,Windows,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_22,Windows,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_22,Windows,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_22,Windows,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_22,Windows,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_22,Windows,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_22,Windows,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_23,Bathroom,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_23,Bathroom,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_23,Bathroom,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_23,Bathroom,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_23,Bathroom,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_23,Bathroom,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_23,Bathroom,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_23,Bathroom,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_23,Bathroom,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_23,Bathroom,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_23,Bathroom,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_23,Bathroom,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_24,Windows,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_24,Windows,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_24,Windows,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_24,Windows,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_24,Windows,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_24,Windows,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_24,Windows,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_24,Windows,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_24,Windows,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_24,Windows,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_24,Windows,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_24,Windows,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_25,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_25,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_25,Electrical,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_25,Electrical,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_25,Electrical,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_25,Electrical,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_25,Electrical,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_25,Electrical,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_25,Electrical,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_25,Electrical,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_25,Electrical,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_25,Electrical,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_26,Kitchen Appliances,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_26,Kitchen Appliances,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
job_26,Kitchen Appliances,G7QDhGMm6MztW4bre7oU,Tech6,1,1,1
job_26,Kitchen Appliances,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_26,Kitchen Appliances,QCDF0TeSocfQC01yE4gc,Tech11,1,1,1
job_26,Kitchen Appliances,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_26,Kitchen Appliances,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_26,Kitchen Appliances,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_26,Kitchen Appliances,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_26,Kitchen Appliances,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_26,Kitchen Appliances,wR09DieVJXtlzdzdE4I5,Tech10,0,3,0
job_26,Kitchen Appliances,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_27,Windows,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_27,Windows,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_27,Windows,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_27,Windows,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_27,Windows,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_27,Windows,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_27,Windows,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_27,Windows,kxlkaGmC1s8pOyfP0IMa,Tech7,0,2,0
job_27,Windows,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_27,Windows,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_27,Windows,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_27,Windows,wbAqpft0yMxVDS2Ax9Q2,Tech8,1,1,1
job_28,Furniture,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_28,Furniture,E8OtddEWB5N4ifH8jIhA,Tech9,0,0,0
job_28,Furniture,G7QDhGMm6MztW4bre7oU,Tech6,0,1,0
job_28,Furniture,O91QytPZctl4RP0C3kUC,Tech3,0,0,0
job_28,Furniture,QCDF0TeSocfQC01yE4gc,Tech11,0,1,0
job_28,Furniture,UcV9tyeIVkgq9zcqyhoz,Tech6,0,0,0
job_28,Furniture,eNtPm0n7JgJORXe2AQ79,Tech1,0,0,0
job_28,Furniture,kxlkaGmC1s8pOyfP0IMa,Tech7,1,2,1
job_28,Furniture,n82HPwu9aaACdW1lCrZQ,Tech5,0,0,0
job_28,Furniture,u6egYl3tZeqFiUHMOWuu,Tech4,0,0,0
job_28,Furniture,wR09DieVJXtlzdzdE4I5,Tech10,1,3,0
job_28,Furniture,wbAqpft0yMxVDS2Ax9Q2,Tech8,0,1,0
job_29,Electrical,0eu8Twyp10PGYAJ8t8hi,Tech2,0,0,0
job_29,Electrical,E8OtddEWB5N4ifH8jIhA,Tech9,1,0,1
